latitude,longitude,alt,lat_accuracy,lon_accuracy,alt_accuracy,undulation,sat_used,timestamp
47.986912,-81.848432,372.244019,1.418,1.418,2.116,-38.016998,10,83800109
47.986912,-81.848433,372.165009,1.409,1.409,2.104,-38.016998,10,84000109
47.986912,-81.848434,372.055023,1.391,1.391,2.081,-38.016998,10,84400109
47.986912,-81.848435,371.97702,1.382,1.382,2.068,-38.016998,10,84600109
47.986912,-81.848435,371.920013,1.374,1.374,2.052,-38.016998,10,84800109
47.986911,-81.848436,371.854004,1.366,1.366,2.037,-38.016998,10,85000109
47.986911,-81.848436,371.790009,1.358,1.358,2.022,-38.016998,10,85200109
47.986911,-81.848437,371.747009,1.35,1.35,2.007,-38.016998,10,85400109
47.986911,-81.848437,371.720032,1.343,1.343,1.996,-38.017029,10,85600109
47.986911,-81.848438,371.662018,1.331,1.331,1.976,-38.016998,10,86000109
47.986911,-81.848439,371.643005,1.325,1.325,1.967,-38.016998,10,86200109
47.986911,-81.848439,371.625031,1.32,1.32,1.959,-38.017029,10,86400109
47.986912,-81.84844,371.527008,1.305,1.305,1.931,-38.016998,10,87000109
47.986912,-81.848441,371.521027,1.3,1.3,1.923,-38.016998,10,87200109
47.986912,-81.848441,371.496033,1.292,1.292,1.903,-38.017029,10,87600109
47.986912,-81.848442,371.488007,1.289,1.289,1.896,-38.015991,10,87800109
47.986912,-81.848442,371.492004,1.286,1.286,1.887,-38.016998,10,88000109
47.986912,-81.848443,371.505005,1.278,1.278,1.87,-38.016998,10,88400109
47.986912,-81.848443,371.507019,1.274,1.274,1.862,-38.016998,10,88600109
47.986912,-81.848443,371.48703,1.27,1.27,1.854,-38.017029,10,88800109
47.986913,-81.848444,371.472015,1.267,1.267,1.85,-38.016998,10,89000109
47.986913,-81.848444,371.47403,1.259,1.259,1.839,-38.017029,10,89400109
47.986913,-81.848445,371.453003,1.255,1.255,1.832,-38.016998,10,89600109
47.986913,-81.848445,371.449005,1.252,1.252,1.829,-38.016998,10,89800109
47.986913,-81.848445,371.47702,1.246,1.246,1.816,-38.015991,10,90200109
47.986913,-81.848446,371.512024,1.242,1.242,1.81,-38.016998,10,90400109
47.986913,-81.848446,371.462006,1.239,1.239,1.804,-38.016998,10,90600109
47.986914,-81.848447,371.414032,1.232,1.232,1.789,-38.017029,10,91200109
47.986914,-81.848447,371.450012,1.231,1.231,1.784,-38.016998,10,91400109
47.986914,-81.848448,371.57901,1.228,1.228,1.775,-38.016998,10,91800109
47.986914,-81.848448,371.61203,1.227,1.227,1.77,-38.017029,10,92000109
47.986914,-81.848449,371.572021,1.22,1.22,1.759,-38.015991,10,92800109
47.986914,-81.848449,371.558014,1.218,1.218,1.754,-38.015991,10,93000109
